Name	SideEffectName	MinFrequency	MaxFrequency	MeanFrequency
5-aza-2'-deoxycytidine	Urinary tract infection	0.0123457	0.0722892	0.05178066666666666
5-aza-2'-deoxycytidine	Urticaria	0.0123457	0.060241	0.03629335
5-aza-2'-deoxycytidine	Vision blurred	0.0	0.060241	0.0301205
5-aza-2'-deoxycytidine	Vomiting	0.0864198	0.253012	0.16701593333333334
5-aza-2'-deoxycytidine	Weight decreased	0.0909091	0.0909091	0.0909091
5-azacytidine	Abdominal distension	0.0434783	0.0590909	0.0512846
5-azacytidine	Abdominal pain	0.0	1.0	0.21704592857142854
5-azacytidine	Abdominal pain upper	0.0326087	0.104545	0.06857685
5-azacytidine	Abdominal tenderness	0.0108696	0.118182	0.0645258
5-azacytidine	Anaemia	0.023	1.0	0.36494926
5-azacytidine	Anaemia NOS aggravated	0.0543478	0.0545455	0.05444665
5-azacytidine	Anorexia	0.0652174	1.0	0.42325413333333334
5-azacytidine	Anxiety	0.0	0.131818	0.04513184399999999
5-azacytidine	Arthralgia	0.0326087	1.0	0.41844523333333333
5-azacytidine	Asthenia	0.0196078	1.0	0.2797847222222222
5-azacytidine	Atelectasis	0.0217391	0.05	0.03586955
5-azacytidine	Back pain	0.076087	0.186364	0.1312255
5-azacytidine	Body temperature increased	0.00980392	1.0	0.3367680314285714
5-azacytidine	Breath sounds abnormal	0.0108696	0.0772727	0.04407115
5-azacytidine	Cardiac murmur	0.0869565	0.1	0.09347825000000001
5-azacytidine	Cellulitis	0.0434783	0.0818182	0.06264824999999999
5-azacytidine	Chest pain	0.0543478	1.0	0.40599460000000004
5-azacytidine	Chest wall pain	0.0	0.05	0.025
5-azacytidine	Chills	0.108696	0.254545	0.18162050000000002
5-azacytidine	Constipation	0.0	1.0	0.2848997714285714
5-azacytidine	Contusion	0.0978261	0.186364	0.14209505
5-azacytidine	Cough	0.152174	0.295455	0.22381450000000003
5-azacytidine	Cramp muscle	0.0326087	0.0590909	0.045849799999999996
5-azacytidine	Decreased appetite	0.0652174	1.0	0.29679838000000003
5-azacytidine	Depression	0.076087	0.118182	0.0971345
5-azacytidine	Dermatitis	0.0	1.0	0.22523267000000002
5-azacytidine	Diarrhoea	0.0	1.0	0.3118971
5-azacytidine	Discomfort	0.0108696	0.109091	0.0599803
5-azacytidine	Dizziness	0.0543478	1.0	0.32495067499999997
5-azacytidine	Dry skin	0.0108696	0.05	0.0304348
5-azacytidine	Dyspepsia	0.0	0.0681818	0.03768216
5-azacytidine	Dysphagia	0.0217391	0.05	0.03586955
5-azacytidine	Dyspnoea	0.0196078	1.0	0.19384075555555558
5-azacytidine	Dyspnoea exacerbated	0.0326087	0.05	0.041304350000000004
5-azacytidine	Dyspnoea exertional	0.0	0.163043	0.07303690399999999
5-azacytidine	Dysuria	0.0217391	0.0818182	0.051778649999999996
5-azacytidine	Ecchymosis	0.152174	1.0	0.48557300000000003
5-azacytidine	Epistaxis	0.0978261	0.163636	0.13073105000000002
5-azacytidine	Erythema	0.0	0.168182	0.06307156
5-azacytidine	Fatigue	0.0196078	1.0	0.24348697777777778
5-azacytidine	Fatigue aggravated	0.0434783	0.127273	0.08537565
5-azacytidine	Febrile neutropenia	0.027	1.0	0.19373755555555552
5-azacytidine	Feeling abnormal	0.0108696	0.109091	0.0599803
5-azacytidine	Gastrointestinal haemorrhage	0.008	0.008	0.008
5-azacytidine	Gastrointestinal pain	0.0	1.0	0.21704592857142854
5-azacytidine	Gingival bleeding	0.0434783	0.0954545	0.0694664
5-azacytidine	Haematoma	0.0	0.0863636	0.0431818
5-azacytidine	Haematuria	0.00980392	0.0628571	0.02878148
5-azacytidine	Haemorrhage intracranial	0.005	0.005	0.005
5-azacytidine	Haemorrhoids	0.0108696	0.0681818	0.0395257
5-azacytidine	Headache	0.108696	1.0	0.44229266666666667
5-azacytidine	Herpes simplex	0.0543478	0.0909091	0.07262845000000001
5-azacytidine	Hyperhidrosis	0.0217391	0.104545	0.06314205
5-azacytidine	Hypersensitivity	0.0025	0.01	0.00625
5-azacytidine	Hypertension	0.0114286	0.0857143	0.0389916
5-azacytidine	Hypoaesthesia	0.0108696	0.05	0.0304348
5-azacytidine	Hypokalaemia	0.0171429	0.130435	0.07342396
5-azacytidine	Hypotension	0.0217391	0.0681818	0.04496045
5-azacytidine	Ill-defined disorder	0.0108696	0.109091	0.0599803
5-azacytidine	Injection site bruising	0.0	0.140909	0.06411253333333333
5-azacytidine	Injection site dermatitis	0.0	0.0571429	0.02857145
5-azacytidine	Injection site discolouration	0.0	0.05	0.025
5-azacytidine	Injection site erythema	0.0	1.0	0.44464275
5-azacytidine	Injection site granuloma	0.0	0.05	0.025
5-azacytidine	Injection site haematoma	0.0	0.0628571	0.03142855
5-azacytidine	Injection site haemorrhage	0.0	0.140909	0.06411253333333333
5-azacytidine	Injection site induration	0.0	0.0514286	0.0257143
5-azacytidine	Injection site pain	0.0	1.0	0.35396099999999997
5-azacytidine	Injection site pigmentation changes	0.0	0.05	0.025
5-azacytidine	Injection site pruritus	0.0	0.0681818	0.0340909
5-azacytidine	Injection site reaction	0.0	1.0	0.286701458
5-azacytidine	Injection site swelling	0.0	0.05	0.025
5-azacytidine	Insomnia	0.0	0.109091	0.053539079999999996
5-azacytidine	Laryngeal pain	0.0	0.0628571	0.0307563
5-azacytidine	Lethargy	0.0	0.0772727	0.03378487
5-azacytidine	Leukopenia	0.00980392	1.0	0.2479039688888889
5-azacytidine	Local swelling	0.0543478	0.0727273	0.06353755
5-azacytidine	Loose stools	0.0	0.0545455	0.02727275
5-azacytidine	Loss of consciousness	0.0543478	0.0590909	0.05671935
5-azacytidine	Lymphadenopathy	0.0326087	0.0954545	0.0640316
5-azacytidine	Malaise	0.0108696	0.109091	0.0599803
5-azacytidine	Mouth haemorrhage	0.0108696	0.0772727	0.04268775
5-azacytidine	Muscle spasms	0.0326087	0.0590909	0.045849799999999996
5-azacytidine	Musculoskeletal chest pain	0.0	0.05	0.025
5-azacytidine	Musculoskeletal discomfort	0.0217391	1.0	0.28723316000000004
5-azacytidine	Myalgia	0.0217391	0.159091	0.09041505000000001
5-azacytidine	Nasal congestion	0.0108696	0.0545455	0.03270755
5-azacytidine	Nasopharyngitis	0.0217391	1.0	0.25996056
5-azacytidine	Nausea	0.0	1.0	0.35617827142857145
5-azacytidine	Neutropenia	0.027	1.0	0.33129949999999997
5-azacytidine	Neutropenic sepsis	0.008	0.008	0.008
5-azacytidine	Night sweats	0.0326087	0.0863636	0.05948615
5-azacytidine	Oedema	0.0978261	0.145455	0.12164055
5-azacytidine	Oedema peripheral	0.108696	0.186364	0.14753
5-azacytidine	Oral mucosal petechiae	0.0326087	0.0772727	0.054940699999999995
5-azacytidine	Pain	0.0326087	0.109091	0.07084984999999999
5-azacytidine	Pain in extremity	0.0543478	0.2	0.1271739
5-azacytidine	Pallor	0.076087	0.154545	0.115316
5-azacytidine	Peripheral swelling	0.0543478	0.0727273	0.06353755
5-azacytidine	Petechiae	0.0	1.0	0.21260725714285716
5-azacytidine	Pharyngitis	0.076087	0.2	0.1380435
5-azacytidine	Pharyngolaryngeal pain	0.0	0.0628571	0.0307563
5-azacytidine	Pitting edema	0.0978261	0.145455	0.12164055
5-azacytidine	Pleural effusion	0.0636364	0.0652174	0.0644269
5-azacytidine	Pneumonia	0.025	1.0	0.2971097
5-azacytidine	Pneumothorax	0.0217391	0.05	0.03586955
5-azacytidine	Post procedural haemorrhage	0.0108696	0.0590909	0.034980250000000004
5-azacytidine	Post procedural pain	0.0217391	0.05	0.03586955
5-azacytidine	Postnasal drip	0.0326087	0.0590909	0.045849799999999996
5-azacytidine	Procedural pain	0.0217391	0.05	0.03586955
5-azacytidine	Productive cough	0.0434783	0.113636	0.07855714999999999
5-azacytidine	Pruritus	0.0	1.0	0.23031663333333333
5-azacytidine	Rales	0.0863636	0.104545	0.09262169999999999
5-azacytidine	Rash	0.0	1.0	0.22523267000000002
5-azacytidine	Respiratory sounds decreased	0.0108696	0.0772727	0.04407115
5-azacytidine	Rhinitis	0.0	0.0571429	0.022315606666666668
5-azacytidine	Rhinorrhoea	0.0217391	0.1	0.06086955
5-azacytidine	Rhonchi	0.0217391	0.0590909	0.040415
5-azacytidine	Rigors	0.108696	0.254545	0.18162050000000002
5-azacytidine	Shock	0.0543478	0.0590909	0.05671935
5-azacytidine	Sinusitis	0.0326087	0.05	0.041304350000000004
5-azacytidine	Skin lesion	0.0869565	0.145455	0.11620575
5-azacytidine	Skin mass	0.0108696	0.05	0.0304348
5-azacytidine	Skin nodule	0.0108696	0.05	0.0304348
5-azacytidine	Stomatitis	0.0	0.0772727	0.03863635
5-azacytidine	Sweating increased	0.0217391	0.104545	0.06314205
5-azacytidine	Syncope	0.0543478	0.0590909	0.05671935
5-azacytidine	Tachycardia	0.0652174	0.0863636	0.0757905
5-azacytidine	Thrombocytopenia	0.032	1.0	0.45405755555555555
5-azacytidine	Tongue ulceration	0.0217391	0.05	0.03586955
5-azacytidine	Transfusion reaction	0.0	0.0681818	0.0340909
5-azacytidine	Upper respiratory tract infection	0.0	0.127273	0.05308974999999999
5-azacytidine	Upper-airway cough syndrome	0.0326087	0.0590909	0.045849799999999996
5-azacytidine	Urinary tract infection	0.0	0.0857143	0.04398158333333333
5-azacytidine	Urticaria	0.0108696	0.0590909	0.034980250000000004
5-azacytidine	Vomiting	0.0	1.0	0.3220758833333333
5-azacytidine	Weight decreased	0.0	0.159091	0.070700258
5-azacytidine	Wheezing	0.0217391	0.0863636	0.05405135
6-mercaptopurine	Immune system disorder	0.027	0.027	0.027
6-mercaptopurine	Skin disorder	0.02	0.02	0.02
6-mercaptopurine	Unspecified disorder of skin and subcutaneous tissue	0.02	0.02	0.02
A77	Abdominal distension	0.01	0.01	0.01
A77	Abdominal pain upper	0.0558659	0.06	0.05793295
A77	Acne	0.027933	0.03	0.0289665
A77	Alanine aminotransferase increased	0.14	0.142458	0.141229
A77	Alopecia	0.13	0.131285	0.1306425
A77	Anxiety	0.04	0.0418994	0.040949700000000006
A77	Aspartate aminotransferase increased	0.027933	0.03	0.0289665
A77	Bladder pain	0.0363128	0.04	0.0381564
A77	Bronchitis	0.08	0.0810056	0.0805028
A77	Burning sensation	0.0251397	0.03	0.02756985
A77	Carpal tunnel syndrome	0.0251397	0.03	0.02756985
A77	Conjunctivitis	0.01	0.01	0.01
A77	Cystitis	0.0363128	0.04	0.0381564
A77	Cystitis noninfective	0.0363128	0.04	0.0381564
A77	Depression	0.0921788	0.0921788	0.0921788
A77	Dermatitis	0.0530726	0.0530726	0.0530726
A77	Diarrhoea	0.178771	0.18	0.1793855
A77	Ear infection	0.0223464	0.0223464	0.0223464
A77	Gamma-glutamyltransferase increased	0.03	0.0335196	0.0317598
A77	Gastroenteritis	0.0586592	0.0586592	0.0586592
A77	Headache	0.19	0.19	0.19
A77	Hypertension	0.0363128	0.04	0.0381564
A77	Influenza	0.12	0.120112	0.120056
A77	Inguinal hernia	0.0111732	0.0111732	0.0111732
A77	Laryngitis	0.0139665	0.0139665	0.0139665
A77	Leukopenia	0.01	0.01	0.01
A77	Lower respiratory tract infection	0.0223464	0.0223464	0.0223464
A77	Menorrhagia	0.0195531	0.0195531	0.0195531
A77	Multiple sclerosis	0.0195531	0.0195531	0.0195531
A77	Musculoskeletal discomfort	0.03	0.0335196	0.0317598
A77	Musculoskeletal pain	0.04	0.0446927	0.042346350000000005
A77	Myalgia	0.03	0.0335196	0.0317598
A77	Nausea	0.136872	0.14	0.138436
A77	Neuralgia	0.0139665	0.0139665	0.0139665
A77	Neutropenia	0.04	0.0446927	0.042346350000000005
A77	Neutrophil count decreased	0.0167598	0.02	0.018379899999999998
A77	Oral herpes	0.0363128	0.04	0.0381564
A77	Pain	0.0195531	0.0195531	0.0195531
A77	Palpitations	0.02	0.02	0.02
A77	Paraesthesia	0.0977654	0.1	0.0988827
A77	Pollakiuria	0.0223464	0.0223464	0.0223464
A77	Post-traumatic pain	0.0223464	0.0223464	0.0223464
A77	Pruritus	0.027933	0.03	0.0289665
A77	Rash	0.0530726	0.0530726	0.0530726
A77	Rhinitis	0.0335196	0.0335196	0.0335196
A77	Rhinitis seasonal	0.03	0.0307263	0.03036315
A77	Sciatica	0.027933	0.03	0.0289665
A77	Seasonal allergy	0.03	0.0307263	0.03036315
A77	Sinusitis	0.06	0.0642458	0.0621229
A77	Tachycardia	0.0167598	0.0167598	0.0167598
A77	Tinea pedis	0.0139665	0.0139665	0.0139665
A77	Tooth infection	0.0195531	0.0195531	0.0195531
A77	Toothache	0.04	0.0418994	0.040949700000000006
A77	Upper respiratory tract infection	0.0893855	0.09	0.08969275
A77	Viral diarrhoea	0.0363128	0.04	0.0381564
A77	Vision blurred	0.027933	0.03	0.0289665
A77	Vomiting	0.0502793	0.0502793	0.0502793
A77	Weight decreased	0.0195531	0.02	0.01977655
A77	White blood cell count decreased	0.01	0.0111732	0.0105866
ACTH(1-39	Acne	0.0	0.0	0.0
ACTH(1-39	Body temperature increased	0.05	0.05	0.05
ACTH(1-39	Cardiac hypertrophy	0.03	0.03	0.03
ACTH(1-39	Constipation	0.0	0.0	0.0
ACTH(1-39	Convulsion	0.12	0.12	0.12
ACTH(1-39	Decreased appetite	0.03	0.03	0.03
ACTH(1-39	Dermatitis	0.0	0.0	0.0
ACTH(1-39	Diarrhoea	0.03	0.03	0.03
ACTH(1-39	Hypertension	0.11	0.11	0.11
ACTH(1-39	Increased appetite	0.0	0.0	0.0
ACTH(1-39	Infection	0.2	0.2	0.2
ACTH(1-39	Irritability	0.07	0.07	0.07
ACTH(1-39	Nasal congestion	0.01	0.01	0.01
ACTH(1-39	Rash	0.0	0.0	0.0
ACTH(1-39	Vomiting	0.03	0.03	0.03
ACTH(1-39	Weight increased	0.01	0.01	0.01
AMD3100	Arthralgia	0.0	0.13	0.065
AMD3100	Asthenia	0.0	0.27	0.135
AMD3100	Diarrhoea	0.0	1.0	0.345
AMD3100	Dizziness	0.0	0.11	0.055
AMD3100	Fatigue	0.0	0.27	0.135
AMD3100	Flatulence	0.0	0.07	0.035
AMD3100	Headache	0.0	0.22	0.07666666666666667
AMD3100	Infusion site reactions	1.0	1.0	1.0
AMD3100	Injection site reaction	0.0	0.34	0.17
AMD3100	Insomnia	0.0	0.07	0.035
AMD3100	Musculoskeletal discomfort	0.0	0.13	0.065
AMD3100	Nausea	0.0	1.0	0.3375
AMD3100	Vomiting	0.0	0.1	0.03666666666666667
AN2690	Application site erythema	0.0	0.0164349	0.00821745
AN2690	Application site exfoliation	0.00253165	0.0265487	0.014540175
AN2690	Application site rash	0.0	0.0126422	0.0063211
AN2690	Ingrowing nail	0.00253165	0.0252845	0.013908075
Abarelix	Asthenia	0.0987654	0.0987654	0.0987654
Abarelix	Back pain	0.17284	0.17284	0.17284
Abarelix	Breast enlargement	0.296296	0.296296	0.296296
Abarelix	Breast pain	0.197531	0.197531	0.197531
Abarelix	Constipation	0.148148	0.148148	0.148148
Abarelix	Diarrhoea	0.111111	0.111111	0.111111
Abarelix	Dizziness	0.123457	0.123457	0.123457
Abarelix	Dysuria	0.0987654	0.0987654	0.0987654
Abarelix	Fatigue	0.0987654	0.0987654	0.0987654
Abarelix	Headache	0.123457	0.123457	0.123457
Abarelix	Hot flush	0.790123	0.790123	0.790123
Abarelix	Menopausal symptoms	0.790123	0.790123	0.790123
Abarelix	Nausea	0.0987654	0.0987654	0.0987654
Abarelix	Nipple pain	0.197531	0.197531	0.197531
Abarelix	Nipple tenderness	0.197531	0.197531	0.197531
Abarelix	Oedema peripheral	0.148148	0.148148	0.148148
Abarelix	Pain	0.308642	0.308642	0.308642
Abarelix	Pollakiuria	0.0987654	0.0987654	0.0987654
Abarelix	Sleep disorder	0.444444	0.444444	0.444444
Abarelix	Sleep disturbance	0.444444	0.444444	0.444444
Abarelix	Upper respiratory tract infection	0.123457	0.123457	0.123457
Abarelix	Urinary retention	0.0987654	0.0987654	0.0987654
Abarelix	Urinary tract infection	0.0987654	0.0987654	0.0987654
Anidulafungin	Abdominal pain	0.0610687	0.128	0.09453435
Anidulafungin	Alanine aminotransferase increased	0.023	0.023	0.023
Anidulafungin	Anaemia	0.0730897	0.16	0.102006525
Anidulafungin	Angiopathy	0.328	0.381679	0.3548395
Anidulafungin	Back pain	0.0534351	0.104	0.07871755
Anidulafungin	Bacteraemia	0.175573	0.184	0.17978650000000002
Anidulafungin	Blood alkaline phosphatase increased	0.015	0.114504	0.08050133333333333
Anidulafungin	Blood and lymphatic system disorders	0.166113	0.288	0.22424700000000003
Anidulafungin	Blood bilirubin increased	0.015	0.015	0.015
Anidulafungin	Blood creatinine increased	0.008	0.0534351	0.03071755
Anidulafungin	Body temperature increased	0.00666667	0.184	0.09320495833333332
Anidulafungin	Candida infection	0.0332226	0.05	0.041611300000000004
Anidulafungin	Chest pain	0.048	0.0534351	0.05071755
Anidulafungin	Confusional state	0.0763359	0.08	0.07816795
Anidulafungin	Connective tissue disorder	0.2	0.206107	0.2030535
Anidulafungin	Constipation	0.0839695	0.112	0.09798475000000001
Anidulafungin	Cough	0.056	0.0687023	0.062351149999999994
Anidulafungin	Decubitus ulcer	0.0534351	0.08	0.06671755
Anidulafungin	Deep vein thrombosis	0.00763359	0.0992366	0.0507175475
Anidulafungin	Dehydration	0.016	0.0610687	0.038534349999999995
Anidulafungin	Depression	0.04	0.0610687	0.05053435
Anidulafungin	Dermatitis	0.00664452	0.015	0.010548173333333332
Anidulafungin	Diarrhoea	0.016	0.184	0.0887313
Anidulafungin	Dyspepsia	0.00333333	0.0697674	0.0374335525
Anidulafungin	Dyspepsia aggravated	0.00333333	0.00996678	0.006650055
Anidulafungin	Dyspnoea	0.032	0.114504	0.073252
Anidulafungin	Feeling abnormal	0.0763359	0.08	0.07816795
Anidulafungin	Gastrointestinal disorder	0.353333	0.618321	0.48076725
Anidulafungin	Gastrointestinal pain	0.0610687	0.128	0.09453435
Anidulafungin	Headache	0.00996678	0.0839695	0.05617468
Anidulafungin	Hepatic enzyme increased	0.015	0.112	0.06014503333333334
Anidulafungin	Hot flush	0.023	0.023	0.023
Anidulafungin	Hyperglycaemia	0.0610687	0.064	0.06253435
Anidulafungin	Hyperkalaemia	0.0610687	0.112	0.08653435
Anidulafungin	Hypertension	0.04	0.114504	0.077252
Anidulafungin	Hypoglycaemia	0.0687023	0.08	0.07435115
Anidulafungin	Hypokalaemia	0.024	0.251908	0.09036964285714286
Anidulafungin	Hypomagnesaemia	0.112	0.114504	0.11325199999999999
Anidulafungin	Hypotension	0.144	0.145038	0.144519
Anidulafungin	Infection	0.328904	0.64	0.49454775000000006
Anidulafungin	Infestation	0.328904	0.64	0.49454775000000006
Anidulafungin	Infestation NOS	0.328904	0.64	0.49454775000000006
Anidulafungin	Insomnia	0.096	0.152672	0.124336
Anidulafungin	Leukocytosis	0.048	0.0534351	0.05071755
Anidulafungin	Leukopenia	0.00666667	0.013289	0.009977835000000001
Anidulafungin	Malnutrition	0.152824	0.488	0.318285
Anidulafungin	Mediastinal disorder	0.44	0.51145	0.47572499999999995
Anidulafungin	Menopausal symptoms	0.023	0.023	0.023
Anidulafungin	Mental disorder	0.36	0.366412	0.36320600000000003
Anidulafungin	Nausea	0.00996678	0.244275	0.08788674666666667
Anidulafungin	Nervous system disorder	0.119601	0.248	0.175927
Anidulafungin	Neutropenia	0.01	0.01	0.01
Anidulafungin	Oedema peripheral	0.10687	0.128	0.11743500000000001
Anidulafungin	Oral candidiasis	0.0332226	0.05	0.041611300000000004
Anidulafungin	Phlebitis	0.00666667	0.013289	0.009977835000000001
Anidulafungin	Pleural effusion	0.088	0.0992366	0.09361829999999999
Anidulafungin	Pneumonia	0.0610687	0.152	0.10653435
Anidulafungin	Pruritus	0.023	0.023	0.023
Anidulafungin	Rash	0.00664452	0.015	0.010548173333333332
Anidulafungin	Respiratory distress	0.016	0.0610687	0.038534349999999995
Anidulafungin	Sepsis	0.0687023	0.088	0.07835115
Anidulafungin	Skin disorder	0.229008	0.256	0.242504
Anidulafungin	Thrombocytosis	0.008	0.0610687	0.03453435
Anidulafungin	Unspecified disorder of skin and subcutaneous tissue	0.229008	0.256	0.242504
Anidulafungin	Urinary tract infection	0.145038	0.176	0.160519
Anidulafungin	Urticaria	0.008	0.008	0.008
Anidulafungin	Vomiting	0.00666667	0.175573	0.07757485
Anidulafungin	White blood cell count increased	0.024	0.0839695	0.05398475
Azarga	Abnormal sensation in eye	0.01	0.01	0.01
Azarga	Anterior chamber flare	0.01	0.01	0.01
Azarga	Asthenopia	0.01	0.01	0.01
Azarga	Blepharitis	0.01	0.01	0.01
Azarga	Blepharitis allergic	0.01	0.01	0.01
Azarga	Bronchial hyperreactivity	0.01	0.01	0.01
Azarga	Chronic obstructive pulmonary disease	0.01	0.01	0.01
Azarga	Conjunctival hyperaemia	0.01	0.01	0.01
Azarga	Conjunctivitis allergic	0.01	0.01	0.01
Azarga	Corneal disorder	0.01	0.01	0.01
Azarga	Corneal erosion	0.01	0.01	0.01
Azarga	Cough	0.01	0.01	0.01
Azarga	Dry eye	0.01	0.01	0.01
Azarga	Eczema eyelids	0.01	0.01	0.01
Azarga	Endophthalmitis	0.01	0.01	0.01
Azarga	Erythema of eyelid	0.01	0.01	0.01
Azarga	Eye discharge	0.01	0.01	0.01
Azarga	Eye pruritus	0.01	0.01	0.01
Azarga	Eyelid margin crusting	0.01	0.01	0.01
Azarga	Eyelids pruritus	0.01	0.01	0.01
Azarga	Foreign body sensation in eyes	0.01	0.01	0.01
Azarga	Hair disorder	0.01	0.01	0.01
Azarga	Hypotension	0.01	0.01	0.01
Azarga	Insomnia	0.01	0.01	0.01
Azarga	Lacrimation increased	0.01	0.01	0.01
Azarga	Laryngeal pain	0.01	0.01	0.01
Azarga	Lichen planus	0.01	0.01	0.01
Azarga	Mediastinal disorder	0.01	0.01	0.01
Azarga	Nasopharyngitis	0.01	0.01	0.01
Azarga	Ocular hyperaemia	0.01	0.01	0.01
Azarga	Pharyngolaryngeal pain	0.01	0.01	0.01
Azarga	Photophobia	0.01	0.01	0.01
Azarga	Punctate keratitis	0.01	0.01	0.01
Azarga	Rhinorrhoea	0.01	0.01	0.01
Azarga	Scleral hyperaemia	0.01	0.01	0.01
BCNU	Abdominal pain	0.08	0.0833333	0.08166665000000001
BCNU	Abnormal vision	0.0583333	0.0583333	0.0583333
BCNU	Abscess	0.0363636	0.1	0.06212120000000001
BCNU	Accidental injury	0.01	0.05	0.030000000000000002
BCNU	Alopecia	0.1	0.1	0.1
BCNU	Amnesia	0.01	0.1	0.06722223333333334
BCNU	Anaemia	0.1	0.1	0.1
BCNU	Anorexia	0.1	0.1	0.1
BCNU	Anxiety	0.0666667	0.0666667	0.0666667
BCNU	Aphasia	0.0909091	0.175	0.12196970000000001
BCNU	Asthenia	0.01	0.22	0.14888900000000002
BCNU	Ataxia	0.02	0.1	0.05944443333333333
BCNU	Back pain	0.01	0.07	0.04888889999999999
BCNU	Body temperature increased	0.175	0.175	0.175
BCNU	Brain abscess	0.06	0.06	0.06
BCNU	Brain oedema	0.0363636	0.23	0.1328409
BCNU	Candida infection	0.03	0.03	0.03
BCNU	Cerebral haemorrhage	0.06	0.06	0.06
BCNU	Chest pain	0.01	0.05	0.030000000000000002
BCNU	Coma	0.01	0.0416667	0.02583335
BCNU	Confusional state	0.1	0.233333	0.1666665
BCNU	Conjunctival oedema	0.0666667	0.0666667	0.0666667
BCNU	Constipation	0.01	0.191667	0.10233339999999999
BCNU	Convulsion	0.1	0.37	0.23884840000000002
BCNU	Coordination abnormal	0.025	0.025	0.025
BCNU	Cushing's syndrome	0.03	0.0333333	0.031666650000000005
BCNU	Decreased appetite	0.1	0.1	0.1
BCNU	Depressed level of consciousness	0.0636364	0.1	0.08181820000000001
BCNU	Depression	0.158333	0.16	0.1591665
BCNU	Dermatitis	0.02	0.116667	0.0637375
BCNU	Diabetes mellitus	0.05	0.05	0.05
BCNU	Diarrhoea	0.02	0.1	0.05666666666666667
BCNU	Diplopia	0.00833333	0.1	0.039444443333333336
BCNU	Dizziness	0.02	0.1	0.05666666666666667
BCNU	Dysphagia	0.01	0.01	0.01
BCNU	Dyspnoea	0.0333333	0.0333333	0.0333333
BCNU	Edema cerebral	0.04	0.23	0.135
BCNU	Eye disorder	0.025	0.025	0.025
BCNU	Eye pain	0.01	0.01	0.01
BCNU	Face oedema	0.0583333	0.0583333	0.0583333
BCNU	Facial paralysis	0.0666667	0.0666667	0.0666667
BCNU	Faecal incontinence	0.01	0.01	0.01
BCNU	Feeling abnormal	0.1	0.233333	0.1666665
BCNU	Gait disturbance	0.05	0.05	0.05
BCNU	Gastrointestinal haemorrhage	0.01	0.01	0.01
BCNU	Gastrointestinal pain	0.08	0.0833333	0.08166665000000001
BCNU	Grand mal convulsion	0.05	0.05	0.05
BCNU	Gynaecomastia	0.01	0.01	0.01
BCNU	Haemoglobin	0.0666667	0.0666667	0.0666667
BCNU	Haemorrhage	0.0666667	0.0666667	0.0666667
BCNU	Hallucination	0.05	0.05	0.05
BCNU	Headache	0.1	0.275	0.173485
BCNU	Hemiplegia	0.1	0.408333	0.23308066666666663
BCNU	Hydrocephalus	0.03	0.1	0.06
BCNU	Hyperglycaemia	0.02	0.03	0.025
BCNU	Hypersensitivity	0.01	0.0166667	0.01333335
BCNU	Hypertension	0.03	0.03	0.03
BCNU	Hypoaesthesia	0.0583333	0.0583333	0.0583333
BCNU	Hypokalaemia	0.01	0.01	0.01
BCNU	Hypokinesia	0.0166667	0.0166667	0.0166667
BCNU	Hyponatraemia	0.03	0.03	0.03
BCNU	Hypotension	0.01	0.03	0.02
BCNU	Impaired healing	0.136364	0.158333	0.1473485
BCNU	Infection	0.01	0.183333	0.071111
BCNU	Injury	0.01	0.05	0.030000000000000002
BCNU	Insomnia	0.02	0.1	0.05666666666666667
BCNU	Intracranial pressure increased	0.0363636	0.0916667	0.07267676666666667
BCNU	Leukocytosis	0.01	0.01	0.01
BCNU	Liver function test abnormal	0.00833333	0.00833333	0.00833333
BCNU	Meningitis	0.0363636	0.0363636	0.0363636
BCNU	Mental disability	0.02	0.0583333	0.0361111
BCNU	Monoplegia	0.02	0.02	0.02
BCNU	Muscular weakness	0.0416667	0.0416667	0.0416667
BCNU	Musculoskeletal discomfort	0.01	0.01	0.01
BCNU	Myalgia	0.01	0.01	0.01
BCNU	Myasthenia	0.0416667	0.0416667	0.0416667
BCNU	Nausea	0.0818182	0.216667	0.1492426
BCNU	Neck pain	0.02	0.02	0.02
BCNU	Neuropathy	0.0666667	0.0666667	0.0666667
BCNU	Neuropathy peripheral	0.0666667	0.0666667	0.0666667
BCNU	Oedema peripheral	0.02	0.0916667	0.055833350000000004
BCNU	Oral candidiasis	0.03	0.03	0.03
